case,field,model,MSE,RMSE,MAE,L2,RelL2,MaxAbsError,MeanAbsError,real_model_folder,source_file
RBC,T,PirateNet,4.388602519611595e-06,0.0020948993042111397,0.0017438629874959588,0.25138789415359497,0.004225005395710468,0.016278283670544624,0.0017438629874959588,PirateNet,D:\科研工作\PINN研究组\MMS_算例对比\EJMB期刊投稿工作\重构的七模型训练代码\RBC算例\RBC\PirateNet\metrics\field_metrics.csv
RBC,T,PirateNet,4.013108082290273e-06,0.002003274392336607,0.0016656889347359538,0.24039286375045776,0.004040214698761702,0.009320834651589394,0.0016656889347359538,PirateNet,D:\科研工作\PINN研究组\MMS_算例对比\EJMB期刊投稿工作\重构的七模型训练代码\RBC算例\RBC\PirateNet\metrics\field_metrics.csv
RBC,T,PirateNet,5.254372808849439e-06,0.0022922419011592865,0.001772542716935277,0.2750689685344696,0.00462300656363368,0.021765869110822678,0.001772542716935277,PirateNet,D:\科研工作\PINN研究组\MMS_算例对比\EJMB期刊投稿工作\重构的七模型训练代码\RBC算例\RBC\PirateNet\metrics\field_metrics.csv
RBC,speed,PINN,0.00012558227172121406,0.011206349357962608,0.009974409826099873,1.3447622060775757,1344762150912.0,0.022946797311306,0.009974409826099873,PINN,D:\科研工作\PINN研究组\MMS_算例对比\EJMB期刊投稿工作\重构的七模型训练代码\RBC算例\RBC\PINN\metrics\field_metrics.csv
RBC,speed,PINN,0.00013455738371703774,0.011599887162446976,0.009740890003740788,1.391986608505249,69550.109375,0.025586161762475967,0.009740890003740788,PINN,D:\科研工作\PINN研究组\MMS_算例对比\EJMB期刊投稿工作\重构的七模型训练代码\RBC算例\RBC\PINN\metrics\field_metrics.csv
RBC,speed,PINN,7.968755380716175e-05,0.008926788344979286,0.007170315366238356,1.0712145566940308,26761.427734375,0.04320055618882179,0.007170315366238356,PINN,D:\科研工作\PINN研究组\MMS_算例对比\EJMB期刊投稿工作\重构的七模型训练代码\RBC算例\RBC\PINN\metrics\field_metrics.csv
RBC,speed,ResAtten-PINN,5.61461565666832e-05,0.0074930740520358086,0.007013689260929823,0.8991686701774597,899168665600.0,0.013679012656211853,0.007013689260929823,ResAtten-PINN,D:\科研工作\PINN研究组\MMS_算例对比\EJMB期刊投稿工作\重构的七模型训练代码\RBC算例\RBC\ResAtten-PINN\metrics\field_metrics.csv
RBC,speed,ResAtten-PINN,0.00019726110622286797,0.014044967480003834,0.012729128822684288,1.6853961944580078,84210.21875,0.027630219236016273,0.012729128822684288,ResAtten-PINN,D:\科研工作\PINN研究组\MMS_算例对比\EJMB期刊投稿工作\重构的七模型训练代码\RBC算例\RBC\ResAtten-PINN\metrics\field_metrics.csv
RBC,speed,ResAtten-PINN,0.00013108638813719153,0.011449296027421951,0.00983772799372673,1.373915433883667,34323.6015625,0.03284505009651184,0.00983772799372673,ResAtten-PINN,D:\科研工作\PINN研究组\MMS_算例对比\EJMB期刊投稿工作\重构的七模型训练代码\RBC算例\RBC\ResAtten-PINN\metrics\field_metrics.csv
RBC,speed,LSTM-PINN,1.4489844943454955e-05,0.0038065528497099876,0.0033445071894675493,0.45678630471229553,456786313216.0,0.012102171778678894,0.0033445071894675493,LSTM-PINN,D:\科研工作\PINN研究组\MMS_算例对比\EJMB期刊投稿工作\重构的七模型训练代码\RBC算例\RBC\LSTM-PINN\metrics\field_metrics.csv
RBC,speed,LSTM-PINN,9.414345549885184e-05,0.009702755138278008,0.00821120198816061,1.1643306016921997,58175.36328125,0.023148497566580772,0.00821120198816061,LSTM-PINN,D:\科研工作\PINN研究组\MMS_算例对比\EJMB期刊投稿工作\重构的七模型训练代码\RBC算例\RBC\LSTM-PINN\metrics\field_metrics.csv
RBC,speed,LSTM-PINN,0.00016517407493665814,0.01285200659185648,0.010015786625444889,1.5422409772872925,38528.76171875,0.08760806173086166,0.010015786625444889,LSTM-PINN,D:\科研工作\PINN研究组\MMS_算例对比\EJMB期刊投稿工作\重构的七模型训练代码\RBC算例\RBC\LSTM-PINN\metrics\field_metrics.csv
