case,time,field,model,MSE,RMSE,MAE,L2,RelL2,MaxAbsError,MeanAbsError,real_model_folder,source_file
Lid,steady,speed,DP-PINN,2.576704503098881e-07,0.000507612500151334,0.0004184093850199133,0.06091350317001343,0.02560062682467072,0.0014098756946623325,0.0004184093850199133,DP-PINN,D:\科研工作\PINN研究组\MMS_算例对比\EJMB期刊投稿工作\重构的七模型训练代码\Lid算例\Lid\DP-PINN\metrics\field_metrics.csv
Lid,steady,speed,Causal-PINN,3.535441283020191e-05,0.005945957688228357,0.0050131152383983135,0.7135149240493774,0.29987487755282477,0.013842545449733734,0.0050131152383983135,Causal-PINN,D:\科研工作\PINN研究组\MMS_算例对比\EJMB期刊投稿工作\重构的七模型训练代码\Lid算例\Lid\Causal-PINN\metrics\field_metrics.csv
Lid,steady,speed,Param-ANN-PINN,2.400447840500419e-07,0.0004899436539542501,0.00039433245547115803,0.05879323557019234,0.024709524248613637,0.001319829374551773,0.00039433245547115803,Parameter-ANN-PINN,D:\科研工作\PINN研究组\MMS_算例对比\EJMB期刊投稿工作\重构的七模型训练代码\Lid算例\Lid\Parameter-ANN-PINN\metrics\field_metrics.csv
Lid,steady,speed,PirateNet,2.50707387294824e-07,0.0005007068876047383,0.0004265473398845643,0.06008482724428177,0.025252352270931238,0.0012841131538152695,0.0004265473398845643,PirateNet,D:\科研工作\PINN研究组\MMS_算例对比\EJMB期刊投稿工作\重构的七模型训练代码\Lid算例\Lid\PirateNet\metrics\field_metrics.csv
TGV,2.5,u,PINN,0.00018537798314355314,0.01361535835531159,0.011110649444162846,1.089228630065918,0.33176394005088616,0.03305080160498619,0.011110649444162846,PINN,D:\科研工作\PINN研究组\MMS_算例对比\EJMB期刊投稿工作\重构的七模型训练代码\TGV算例\TGV\PINN\metrics\field_metrics.csv
TGV,2.5,u,ResAtten-PINN,2.334557029826101e-05,0.00483172539557672,0.00436769612133503,0.386538028717041,0.11773412472540988,0.010584584437310696,0.00436769612133503,ResAtten-PINN,D:\科研工作\PINN研究组\MMS_算例对比\EJMB期刊投稿工作\重构的七模型训练代码\TGV算例\TGV\ResAtten-PINN\metrics\field_metrics.csv
TGV,2.5,u,LSTM-PINN,5.376311946747592e-07,0.0007332333834972049,0.0005966891185380518,0.058658670634031296,0.01786661785277872,0.002082447987049818,0.0005966891185380518,LSTM-PINN,D:\科研工作\PINN研究组\MMS_算例对比\EJMB期刊投稿工作\重构的七模型训练代码\TGV算例\TGV\LSTM-PINN\metrics\field_metrics.csv
TGV,2.5,u,DP-PINN,0.00012146936933277175,0.011021314319661324,0.009093306958675385,0.8817051649093628,0.2685551695935902,0.02667132206261158,0.009093306958675385,DP-PINN,D:\科研工作\PINN研究组\MMS_算例对比\EJMB期刊投稿工作\重构的七模型训练代码\TGV算例\TGV\DP-PINN\metrics\field_metrics.csv
TGV,2.5,u,Causal-PINN,0.0001029696868499741,0.010147398033484944,0.008519445545971394,0.8117918372154236,0.24726053923081112,0.02267502434551716,0.008519445545971394,Causal-PINN,D:\科研工作\PINN研究组\MMS_算例对比\EJMB期刊投稿工作\重构的七模型训练代码\TGV算例\TGV\Causal-PINN\metrics\field_metrics.csv
TGV,2.5,u,Param-ANN-PINN,4.538401844911277e-05,0.006736766171473727,0.005602369084954262,0.5389413237571716,0.16415405553111365,0.015581462532281876,0.005602369084954262,Parameter-ANN-PINN,D:\科研工作\PINN研究组\MMS_算例对比\EJMB期刊投稿工作\重构的七模型训练代码\TGV算例\TGV\Parameter-ANN-PINN\metrics\field_metrics.csv
TGV,2.5,u,PirateNet,5.160200998943765e-06,0.002271607580314823,0.0018188023241236806,0.18172860145568848,0.0553520125845643,0.006412642542272806,0.0018188023241236806,PirateNet,D:\科研工作\PINN研究组\MMS_算例对比\EJMB期刊投稿工作\重构的七模型训练代码\TGV算例\TGV\PirateNet\metrics\field_metrics.csv
TGV,2.5,v,PINN,6.067285721655935e-05,0.0077892783501784905,0.006566094234585762,0.6231422424316406,0.18980048802862842,0.019286558032035828,0.006566094234585762,PINN,D:\科研工作\PINN研究组\MMS_算例对比\EJMB期刊投稿工作\重构的七模型训练代码\TGV算例\TGV\PINN\metrics\field_metrics.csv
TGV,2.5,v,ResAtten-PINN,2.6298514512745896e-06,0.0016216816738418762,0.00128097552806139,0.12973453104496002,0.03951533956422462,0.005245216190814972,0.00128097552806139,ResAtten-PINN,D:\科研工作\PINN研究组\MMS_算例对比\EJMB期刊投稿工作\重构的七模型训练代码\TGV算例\TGV\ResAtten-PINN\metrics\field_metrics.csv
